442 18 05 46.79 +01 54 10.8 EW   
443 18 05 54.52 +03 31 56.2 RRC  
444 18 05 56.49 +02 55 28.2 EW   
445 18 06 03.38 +02 43 27.7 SR   
446 18 06 05.61 +04 24 37.2 EW   
447 18 06 07.63 +02 53 59.5 LB   
448 18 06 15.10 +01 49 40.9 LB   
449 18 06 32.51 +00 43 55.5 LB   
450 18 06 36.99 +03 38 09.0 EB   
451 18 06 37.43 +01 48 57.3 LB   
452 18 06 43.53 +01 36 52.4 SR:  
453 18 06 50.40 +02 13 47.0 SR:  
454 18 07 06.42 +02 48 03.3 RRC  
455 18 07 07.37 +02 10 04.2 RRC  
456 18 07 13.62 +04 09 00.7 RRAB 
457 18 07 17.19 +01 23 42.0 SR:  
458 18 07 23.06 +02 32 49.5 SR:  
459 18 07 30.13 +03 11 06.8 RRC  
460 18 07 50.48 +04 36 38.4 EA   
461 18 07 50.74 +02 25 20.5 EW   
462 18 07 54.59 +02 44 12.6 LB   
463 18 08 00.27 +01 17 31.1 EW   
464 18 08 01.09 +01 42 40.0 RRC  
465 18 08 10.33 +04 29 01.5 RRAB 
466 18 09 04.64 +02 55 11.7 EA   
467 18 09 13.43 +03 24 47.6 LB   
468 18 09 15.43 +01 51 02.5 LB   
469 18 09 26.68 +03 30 28.0 LB   
470 18 09 27.29 +02 31 40.2 LB   
471 18 09 42.02 +01 53 15.0 EW   
472 18 09 46.10 +02 22 33.8 EW   
473 18 10 11.80 +01 23 29.6 LB   
474 18 10 13.90 +02 10 06.5 RRAB 
475 18 10 16.59 +02 43 51.1 LB   
476 18 10 36.67 +02 29 47.5 LB   
477 18 10 46.84 +01 50 52.4 EW   
478 18 10 58.81 +02 03 41.5 LB   
479 18 11 09.70 +03 29 08.6 RRAB 
480 18 11 20.63 +02 20 37.9 EB   
481 18 11 22.79 +01 51 09.9 LB   
482 18 12 01.82 +01 45 42.5 RRC  
483 18 12 26.35 +02 42 16.3 EW   
484 18 12 27.20 +02 46 49.0 EA   
485 18 12 34.08 +03 53 04.4 LB   
486 18 12 40.81 +02 00 06.9 EW   
487 18 12 48.07 +03 26 41.8 LB   
488 18 12 50.51 +04 23 38.1 EB   
489 18 12 52.24 +02 55 22.9 RRAB 
490 18 13 16.62 +03 38 17.1 SR:  
491 18 13 19.22 +01 51 16.1 EW   
492 18 13 20.60 +02 03 10.3 RRAB 
493 18 13 30.87 +03 40 47.4 EW   
494 18 13 36.57 +03 28 48.2 RRAB 
495 18 13 48.88 +03 32 20.1 LB   
496 18 14 31.83 +03 32 38.1 LB   
497 18 14 53.82 +02 43 09.9 LB   
498 18 15 04.28 +03 20 17.8 EB   
499 18 15 21.24 +02 27 42.5 SR   
500 18 15 21.72 +02 37 49.8 RRAB 
501 18 15 25.97 +02 44 38.7 EW   
502 18 15 31.59 +02 49 17.4 RRAB 
503 18 15 46.26 +03 01 13.9 EA   
504 18 15 57.08 +04 07 55.5 RRC  
505 18 16 04.64 +02 37 58.3 RRC  
506 18 16 13.27 -00 03 00.8 EW   
507 18 16 20.59 +03 15 27.2 HADS 
508 18 16 23.15 +04 47 26.3 RRAB 
509 18 16 28.51 +02 06 02.5 LB   
510 18 16 51.76 +03 17 22.9 EB   
511 18 17 03.10 +03 31 15.3 LB   
512 18 17 20.27 +02 04 43.9 EB   
513 18 17 52.10 +01 54 48.4 EB   
514 18 18 16.28 +02 59 35.5 LB   
515 18 19 10.48 +03 34 44.9 CWB  
516 18 19 24.15 +03 03 11.6 RRC  
517 18 19 47.33 +02 01 03.0 RRC  
518 18 09 18.66 +02 34 54.2 HADS 
519 02 34 18.77 +63 12 43.0 EW   
520 02 36 47.01 +63 21 53.4 EA   
521 02 38 54.34 +63 37 40.4 EA   
522 02 39 14.71 +58 08 19.5 EW   
523 02 43 50.83 +58 26 00.7 EW   
524 02 44 53.48 +61 55 14.3 EA   
525 02 45 04.03 +57 43 09.6 RRC  
526 02 45 41.20 +58 06 40.3 EW   
527 02 45 47.15 +55 56 56.6 EB   
528 02 46 25.49 +59 37 02.4 EB   
529 02 47 31.07 +62 41 02.8 EW   
530 02 47 55.78 +61 53 19.3 EW   
531 02 47 56.32 +63 09 01.6 EW   
532 02 48 05.59 +57 56 04.2 DCEP 
533 02 49 58.34 +63 31 09.9 EW   
534 02 50 53.56 +63 01 38.6 RRAB 
535 02 51 12.24 +62 19 56.6 EA   
536 02 51 41.72 +61 23 50.3 EB   
537 02 52 04.99 +63 11 13.7 EW   
538 02 52 44.46 +62 00 12.6 EA   
539 02 53 00.46 +57 32 33.8 EA   
540 02 53 11.25 +58 00 18.7 EA   
541 02 54 31.03 +63 22 06.3 E/RS 
542 02 56 06.32 +63 45 16.3 EB   
543 02 57 04.51 +58 42 37.3 EW   
544 02 57 22.53 +61 38 20.2 EA   
545 02 57 23.92 +60 16 53.7 EW   
546 02 57 32.20 +60 17 38.3 EW   
547 02 58 28.56 +58 15 33.9 EB   
548 02 58 46.95 +57 12 12.0 RRC  
549 02 59 36.99 +59 51 45.2 EW   
550 03 00 07.65 +58 56 26.3 EB   
551 03 00 51.77 +56 42 21.3 LB   
552 03 03 13.59 +58 41 35.7 EW   
553 03 03 21.89 +63 16 12.4 EW   
554 03 04 26.32 +62 39 08.1 EW   
555 03 05 04.52 +58 27 53.9 EB   
556 03 05 52.35 +56 58 23.5 BY:  
557 03 06 17.43 +58 44 09.6 EW   
558 03 06 39.58 +58 55 10.9 EW:  
559 03 06 59.15 +62 19 36.7 EB   
560 03 07 07.54 +63 01 38.0 EW   
561 03 09 26.45 +62 22 09.5 EA   
562 03 09 58.63 +56 59 42.7 EW   
563 03 10 04.27 +56 36 30.2 EW   
564 03 10 50.08 +58 30 04.5 EB   
565 03 13 46.98 +63 20 58.2 DCEP 
566 03 13 52.21 +62 07 33.1 EA   
567 03 14 03.39 +61 44 43.2 EA   
568 03 14 55.29 +62 38 55.5 EA   
569 03 15 07.43 +63 19 53.6 L    
570 03 15 48.05 +60 31 01.7 EA   
571 03 16 49.35 +58 24 41.6 EW   
572 03 17 05.18 +63 23 01.7 EA   
573 03 17 11.31 +60 28 27.4 EA   
574 03 18 35.15 +62 21 49.5 EW   
575 03 20 01.02 +59 38 37.2 EW   
576 03 21 08.08 +58 51 23.4 EA   
577 03 21 54.04 +60 25 38.9 EW   
578 03 22 19.53 +62 20 51.1 EW:  
579 03 27 04.21 +62 02 12.4 EB   
580 03 27 27.98 +55 41 51.7 EB   
581 03 30 24.39 +59 58 47.6 EW   
582 03 31 13.89 +63 58 44.4 CEP  
583 03 32 52.50 +59 36 52.2 EW   
584 03 33 13.85 +60 27 00.7 EW   
585 03 33 21.12 +60 20 34.4 EB   
586 03 34 58.88 +62 36 53.0 EA   
587 03 35 18.79 +60 37 28.5 EB   
588 03 36 39.09 +57 56 53.9 BY:  
